name,symbol,id,address,market_cap
Uniswap,uni,uniswap,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,8301271644.559036
Immutable,imx,immutable-x,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,4449798836.280598
Lido DAO,ldo,lido-dao,0x5a98fcbea516cf06857215779fd812ca3bef1b32,3028703604.447417
Mantle,mnt,mantle,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2875266976.959766
The Graph,grt,the-graph,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2729481346.7010164
Maker,mkr,maker,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1893921376.1146488
Beam,beam,beam-2,0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,1667555513.9087832
Aave,aave,aave,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,1480395070.3153253
Synthetix Network,snx,havven,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1286741599.2306435
Artificial Superintelligence Alliance,fet,fetch-ai,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,1153819132.9256272
